itemId,sourceFile,contentBankKey,routeKey,moduleKey,categoryId,taskType,answerMode,responseSurface,status,reviewOnly,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,v02ApplyGateStatus,productionFlag,quarantineFlag,sourceRowId,targetFamily,reviewGroup,targetId,variantFamilyId,supportPolicy,evidenceType,sourceCleanupBatch,feedbackCleanupBatch,missingMetadataFields,metadataRiskLevel,recommendedManifestAction
v080149_cat05_redemittel_cat05_r_042,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-042,CAT05-redemittel-cat05_r_042,CAT05-redemittel-cat05_r_042,CAT05-cat05_r_042,CAT05-redemittel-cat05_r_042,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_043,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-043,CAT05-redemittel-cat05_r_043,CAT05-redemittel-cat05_r_043,CAT05-cat05_r_043,CAT05-redemittel-cat05_r_043,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_044,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-044,CAT05-redemittel-cat05_r_044,CAT05-redemittel-cat05_r_044,CAT05-cat05_r_044,CAT05-redemittel-cat05_r_044,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_045,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-045,CAT05-redemittel-cat05_r_045,CAT05-redemittel-cat05_r_045,CAT05-cat05_r_045,CAT05-redemittel-cat05_r_045,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_046,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-046,CAT05-redemittel-cat05_r_046,CAT05-redemittel-cat05_r_046,CAT05-cat05_r_046,CAT05-redemittel-cat05_r_046,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_047,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-047,CAT05-redemittel-cat05_r_047,CAT05-redemittel-cat05_r_047,CAT05-cat05_r_047,CAT05-redemittel-cat05_r_047,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_048,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-048,CAT05-redemittel-cat05_r_048,CAT05-redemittel-cat05_r_048,CAT05-cat05_r_048,CAT05-redemittel-cat05_r_048,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_049,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-049,CAT05-redemittel-cat05_r_049,CAT05-redemittel-cat05_r_049,CAT05-cat05_r_049,CAT05-redemittel-cat05_r_049,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_050,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-050,CAT05-redemittel-cat05_r_050,CAT05-redemittel-cat05_r_050,CAT05-cat05_r_050,CAT05-redemittel-cat05_r_050,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_051,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-051,CAT05-redemittel-cat05_r_051,CAT05-redemittel-cat05_r_051,CAT05-cat05_r_051,CAT05-redemittel-cat05_r_051,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_052,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-052,CAT05-redemittel-cat05_r_052,CAT05-redemittel-cat05_r_052,CAT05-cat05_r_052,CAT05-redemittel-cat05_r_052,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_053,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-053,CAT05-redemittel-cat05_r_053,CAT05-redemittel-cat05_r_053,CAT05-cat05_r_053,CAT05-redemittel-cat05_r_053,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_054,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-054,CAT05-redemittel-cat05_r_054,CAT05-redemittel-cat05_r_054,CAT05-cat05_r_054,CAT05-redemittel-cat05_r_054,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_055,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-055,CAT05-redemittel-cat05_r_055,CAT05-redemittel-cat05_r_055,CAT05-cat05_r_055,CAT05-redemittel-cat05_r_055,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_056,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-056,CAT05-redemittel-cat05_r_056,CAT05-redemittel-cat05_r_056,CAT05-cat05_r_056,CAT05-redemittel-cat05_r_056,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_057,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-057,CAT05-redemittel-cat05_r_057,CAT05-redemittel-cat05_r_057,CAT05-cat05_r_057,CAT05-redemittel-cat05_r_057,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_058,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-058,CAT05-redemittel-cat05_r_058,CAT05-redemittel-cat05_r_058,CAT05-cat05_r_058,CAT05-redemittel-cat05_r_058,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_redemittel_cat05_r_059,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,phrase_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,true,true,cat05-r-059,CAT05-redemittel-cat05_r_059,CAT05-redemittel-cat05_r_059,CAT05-cat05_r_059,CAT05-redemittel-cat05_r_059,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_001,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-001,CAT05-wortschatz-cat05_w_001,CAT05-wortschatz-cat05_w_001,CAT05-cat05_w_001,CAT05-wortschatz-cat05_w_001,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_002,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-002,CAT05-wortschatz-cat05_w_002,CAT05-wortschatz-cat05_w_002,CAT05-cat05_w_002,CAT05-wortschatz-cat05_w_002,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_003,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-003,CAT05-wortschatz-cat05_w_003,CAT05-wortschatz-cat05_w_003,CAT05-cat05_w_003,CAT05-wortschatz-cat05_w_003,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_004,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-004,CAT05-wortschatz-cat05_w_004,CAT05-wortschatz-cat05_w_004,CAT05-cat05_w_004,CAT05-wortschatz-cat05_w_004,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_005,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-005,CAT05-wortschatz-cat05_w_005,CAT05-wortschatz-cat05_w_005,CAT05-cat05_w_005,CAT05-wortschatz-cat05_w_005,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_006,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-006,CAT05-wortschatz-cat05_w_006,CAT05-wortschatz-cat05_w_006,CAT05-cat05_w_006,CAT05-wortschatz-cat05_w_006,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_007,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-007,CAT05-wortschatz-cat05_w_007,CAT05-wortschatz-cat05_w_007,CAT05-cat05_w_007,CAT05-wortschatz-cat05_w_007,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_008,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-008,CAT05-wortschatz-cat05_w_008,CAT05-wortschatz-cat05_w_008,CAT05-cat05_w_008,CAT05-wortschatz-cat05_w_008,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_009,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-009,CAT05-wortschatz-cat05_w_009,CAT05-wortschatz-cat05_w_009,CAT05-cat05_w_009,CAT05-wortschatz-cat05_w_009,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_010,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-010,CAT05-wortschatz-cat05_w_010,CAT05-wortschatz-cat05_w_010,CAT05-cat05_w_010,CAT05-wortschatz-cat05_w_010,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_011,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-011,CAT05-wortschatz-cat05_w_011,CAT05-wortschatz-cat05_w_011,CAT05-cat05_w_011,CAT05-wortschatz-cat05_w_011,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_012,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-012,CAT05-wortschatz-cat05_w_012,CAT05-wortschatz-cat05_w_012,CAT05-cat05_w_012,CAT05-wortschatz-cat05_w_012,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_013,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-013,CAT05-wortschatz-cat05_w_013,CAT05-wortschatz-cat05_w_013,CAT05-cat05_w_013,CAT05-wortschatz-cat05_w_013,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_014,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-014,CAT05-wortschatz-cat05_w_014,CAT05-wortschatz-cat05_w_014,CAT05-cat05_w_014,CAT05-wortschatz-cat05_w_014,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_015,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-015,CAT05-wortschatz-cat05_w_015,CAT05-wortschatz-cat05_w_015,CAT05-cat05_w_015,CAT05-wortschatz-cat05_w_015,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_016,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-016,CAT05-wortschatz-cat05_w_016,CAT05-wortschatz-cat05_w_016,CAT05-cat05_w_016,CAT05-wortschatz-cat05_w_016,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_017,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-017,CAT05-wortschatz-cat05_w_017,CAT05-wortschatz-cat05_w_017,CAT05-cat05_w_017,CAT05-wortschatz-cat05_w_017,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_018,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-018,CAT05-wortschatz-cat05_w_018,CAT05-wortschatz-cat05_w_018,CAT05-cat05_w_018,CAT05-wortschatz-cat05_w_018,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_019,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-019,CAT05-wortschatz-cat05_w_019,CAT05-wortschatz-cat05_w_019,CAT05-cat05_w_019,CAT05-wortschatz-cat05_w_019,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_020,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-020,CAT05-wortschatz-cat05_w_020,CAT05-wortschatz-cat05_w_020,CAT05-cat05_w_020,CAT05-wortschatz-cat05_w_020,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_021,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-021,CAT05-wortschatz-cat05_w_021,CAT05-wortschatz-cat05_w_021,CAT05-cat05_w_021,CAT05-wortschatz-cat05_w_021,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_022,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-022,CAT05-wortschatz-cat05_w_022,CAT05-wortschatz-cat05_w_022,CAT05-cat05_w_022,CAT05-wortschatz-cat05_w_022,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_023,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-023,CAT05-wortschatz-cat05_w_023,CAT05-wortschatz-cat05_w_023,CAT05-cat05_w_023,CAT05-wortschatz-cat05_w_023,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_024,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-024,CAT05-wortschatz-cat05_w_024,CAT05-wortschatz-cat05_w_024,CAT05-cat05_w_024,CAT05-wortschatz-cat05_w_024,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_025,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-025,CAT05-wortschatz-cat05_w_025,CAT05-wortschatz-cat05_w_025,CAT05-cat05_w_025,CAT05-wortschatz-cat05_w_025,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_026,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-026,CAT05-wortschatz-cat05_w_026,CAT05-wortschatz-cat05_w_026,CAT05-cat05_w_026,CAT05-wortschatz-cat05_w_026,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_027,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-027,CAT05-wortschatz-cat05_w_027,CAT05-wortschatz-cat05_w_027,CAT05-cat05_w_027,CAT05-wortschatz-cat05_w_027,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_028,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-028,CAT05-wortschatz-cat05_w_028,CAT05-wortschatz-cat05_w_028,CAT05-cat05_w_028,CAT05-wortschatz-cat05_w_028,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_029,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-029,CAT05-wortschatz-cat05_w_029,CAT05-wortschatz-cat05_w_029,CAT05-cat05_w_029,CAT05-wortschatz-cat05_w_029,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_030,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-030,CAT05-wortschatz-cat05_w_030,CAT05-wortschatz-cat05_w_030,CAT05-cat05_w_030,CAT05-wortschatz-cat05_w_030,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_031,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-031,CAT05-wortschatz-cat05_w_031,CAT05-wortschatz-cat05_w_031,CAT05-cat05_w_031,CAT05-wortschatz-cat05_w_031,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_032,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-032,CAT05-wortschatz-cat05_w_032,CAT05-wortschatz-cat05_w_032,CAT05-cat05_w_032,CAT05-wortschatz-cat05_w_032,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_033,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-033,CAT05-wortschatz-cat05_w_033,CAT05-wortschatz-cat05_w_033,CAT05-cat05_w_033,CAT05-wortschatz-cat05_w_033,after_answer,auto_core,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_034,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-034,CAT05-wortschatz-cat05_w_034,CAT05-wortschatz-cat05_w_034,CAT05-cat05_w_034,CAT05-wortschatz-cat05_w_034,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_035,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-035,CAT05-wortschatz-cat05_w_035,CAT05-wortschatz-cat05_w_035,CAT05-cat05_w_035,CAT05-wortschatz-cat05_w_035,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_036,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-036,CAT05-wortschatz-cat05_w_036,CAT05-wortschatz-cat05_w_036,CAT05-cat05_w_036,CAT05-wortschatz-cat05_w_036,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_037,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-037,CAT05-wortschatz-cat05_w_037,CAT05-wortschatz-cat05_w_037,CAT05-cat05_w_037,CAT05-wortschatz-cat05_w_037,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_038,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-038,CAT05-wortschatz-cat05_w_038,CAT05-wortschatz-cat05_w_038,CAT05-cat05_w_038,CAT05-wortschatz-cat05_w_038,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_039,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-039,CAT05-wortschatz-cat05_w_039,CAT05-wortschatz-cat05_w_039,CAT05-cat05_w_039,CAT05-wortschatz-cat05_w_039,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_040,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-040,CAT05-wortschatz-cat05_w_040,CAT05-wortschatz-cat05_w_040,CAT05-cat05_w_040,CAT05-wortschatz-cat05_w_040,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_041,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-041,CAT05-wortschatz-cat05_w_041,CAT05-wortschatz-cat05_w_041,CAT05-cat05_w_041,CAT05-wortschatz-cat05_w_041,after_answer,auto_supported,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_042,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-042,CAT05-wortschatz-cat05_w_042,CAT05-wortschatz-cat05_w_042,CAT05-cat05_w_042,CAT05-wortschatz-cat05_w_042,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_043,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-043,CAT05-wortschatz-cat05_w_043,CAT05-wortschatz-cat05_w_043,CAT05-cat05_w_043,CAT05-wortschatz-cat05_w_043,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_044,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-044,CAT05-wortschatz-cat05_w_044,CAT05-wortschatz-cat05_w_044,CAT05-cat05_w_044,CAT05-wortschatz-cat05_w_044,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_045,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-045,CAT05-wortschatz-cat05_w_045,CAT05-wortschatz-cat05_w_045,CAT05-cat05_w_045,CAT05-wortschatz-cat05_w_045,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
v080149_cat05_wortschatz_cat05_w_046,content/b1-m05-first-day-contract-basics.js,b1_m05,b1_m05,b1-05,CAT05,multiple_choice,selected_choice_value,,active,true,false,,false,quarantined_v0_85_6a_2,false,true,cat05-w-046,CAT05-wortschatz-cat05_w_046,CAT05-wortschatz-cat05_w_046,CAT05-cat05_w_046,CAT05-wortschatz-cat05_w_046,after_answer,needs_human_review,,,,low,MANIFEST_SAFE
